firstnames,country,ISO numeric
Sophia,Gibraltar,292
Lucas,Gibraltar,292
Mia,Gibraltar,292
Noah,Gibraltar,292
Charlotte,Gibraltar,292
Ethan,Gibraltar,292
Amelia,Gibraltar,292
Logan,Gibraltar,292
Harriet,Gibraltar,292
Alexander,Gibraltar,292
Evelyn,Gibraltar,292
Gabriel,Gibraltar,292
Abigail,Gibraltar,292
Michael,Gibraltar,292
Lily,Gibraltar,292
William,Gibraltar,292
Zoe,Gibraltar,292
Daniel,Gibraltar,292
Hannah,Gibraltar,292
Thomas,Gibraltar,292
Evie,Gibraltar,292
Christopher,Gibraltar,292
Isla,Gibraltar,292
Joshua,Gibraltar,292
Daisy,Gibraltar,292
Matthew,Gibraltar,292
Gracie,Gibraltar,292
James,Gibraltar,292
Poppy,Gibraltar,292
Robert,Gibraltar,292
Florence,Gibraltar,292
Richard,Gibraltar,292
Alice,Gibraltar,292
Charles,Gibraltar,292
Eleanor,Gibraltar,292
George,Gibraltar,292
Ruby,Gibraltar,292
Francis,Gibraltar,292
Phoebe,Gibraltar,292
Joseph,Gibraltar,292
Luna,Gibraltar,292
Patrick,Gibraltar,292
Astrid,Gibraltar,292
Anthony,Gibraltar,292
Heather,Gibraltar,292
Paul,Gibraltar,292
Yvonne,Gibraltar,292
Peter,Gibraltar,292
Gillian,Gibraltar,292
Mark,Gibraltar,292
Fiona,Gibraltar,292
Steven,Gibraltar,292
Sandra,Gibraltar,292
Andrew,Gibraltar,292
Deborah,Gibraltar,292
Martin,Gibraltar,292
Carol,Gibraltar,292
Neil,Gibraltar,292
Lesley,Gibraltar,292
Simon,Gibraltar,292
Jacqueline,Gibraltar,292
Ian,Gibraltar,292
Wendy,Gibraltar,292
Kevin,Gibraltar,292
Shirley,Gibraltar,292
Gary,Gibraltar,292
Brenda,Gibraltar,292
Derek,Gibraltar,292
Pamela,Gibraltar,292
Aurélie,Monaco,492
Léon,Monaco,492
Camille,Monaco,492
Pierre,Monaco,492
Alexandre,Monaco,492
Luna,Monaco,492
Gabriel,Monaco,492
Émilie,Monaco,492
Matthieu,Monaco,492
Charlotte,Monaco,492
Raphaël,Monaco,492
Anaïs,Monaco,492
Benoît,Monaco,492
Lola,Monaco,492
Théo,Monaco,492
Julie,Monaco,492
Florian,Monaco,492
Alice,Monaco,492
Nicolas,Monaco,492
Élise,Monaco,492
Hugo,Monaco,492
Léa,Monaco,492
Céline,Monaco,492
Gaspard,Monaco,492
Marie,Monaco,492
Timothée,Monaco,492
Pauline,Monaco,492
Antoine,Monaco,492
Chloé,Monaco,492
Étienne,Monaco,492
Sophie,Monaco,492
Lucas,Monaco,492
Inès,Monaco,492
Jean,Monaco,492
Louna,Monaco,492
François,Monaco,492
Clara,Monaco,492
Matthias,Monaco,492
Océane,Monaco,492
Christophe,Monaco,492
Lise,Monaco,492
Valentin,Monaco,492
Amandine,Monaco,492
Gérald,Monaco,492
Élodie,Monaco,492
Romain,Monaco,492
Justine,Monaco,492
Pascal,Monaco,492
Laurie,Monaco,492
Sébastien,Monaco,492
Cécile,Monaco,492
Henri,Monaco,492
Mélodie,Monaco,492
Xavier,Monaco,492
Nathalie,Monaco,492
Grégoire,Monaco,492
Léonie,Monaco,492
Yann,Monaco,492
Émilien,Monaco,492
Stéphanie,Monaco,492
Laurent,Monaco,492
Aurore,Monaco,492
Marc,Monaco,492
Gaëlle,Monaco,492
Thomas,Monaco,492
Delphine,Monaco,492
Vincent,Monaco,492
Alessandro,Vatican City,336
Giulia,Vatican City,336
Francesco,Vatican City,336
Elisabetta,Vatican City,336
Matteo,Vatican City,336
Aurora,Vatican City,336
Giovanni,Vatican City,336
Claudia,Vatican City,336
Leonardo,Vatican City,336
Raffaella,Vatican City,336
Gabriele,Vatican City,336
Valentina,Vatican City,336
Andrea,Vatican City,336
Giada,Vatican City,336
Marco,Vatican City,336
Beatrice,Vatican City,336
Lorenzo,Vatican City,336
Sofia,Vatican City,336
Tommaso,Vatican City,336
Camilla,Vatican City,336
Riccardo,Vatican City,336
Flavia,Vatican City,336
Stefano,Vatican City,336
Luisa,Vatican City,336
Paolo,Vatican City,336
Giuliana,Vatican City,336
Massimo,Vatican City,336
Roberta,Vatican City,336
Luca,Vatican City,336
Silvia,Vatican City,336
Fabrizio,Vatican City,336
Elena,Vatican City,336
Christian,Vatican City,336
Martina,Vatican City,336
Alberto,Vatican City,336
Vanessa,Vatican City,336
Gianluca,Vatican City,336
Chiara,Vatican City,336
Simone,Vatican City,336
Giorgia,Vatican City,336
Filippo,Vatican City,336
Alessia,Vatican City,336
Nicola,Vatican City,336
Letizia,Vatican City,336
Daniele,Vatican City,336
Francesca,Vatican City,336
Antonio,Vatican City,336
Cinzia,Vatican City,336
Enrico,Vatican City,336
Monica,Vatican City,336
Giorgio,Vatican City,336
Rosa,Vatican City,336
Luigi,Vatican City,336
Patrizia,Vatican City,336
